number,symbols,symbol_converted,fiber_converted,fiber,garment,L_1,S_1,소분류,색상,프린팅,소재,디테일,이숙종C_1차,이숙종C_2차,세풍_1차,세풍_2차,L_1,L_2,S_1,S_2,r,g,b,color,color2,new_color2,symbol_converted.1,fiber_converted,fiber_converted2
55, hand-wash-jp wring-jp_do-not bleach_do-not iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[9, 16, 3, 21, 0, 7]","['면', '나일론', '폴리우레탄', '폴리에스터', '폴리에스터']", 면_30%|나일론_100%|폴리우레탄_5%|폴리에스터_100%|폴리에스터_65%,패딩,1,1,패딩,"[['#46647e', 0.9833895], ['#4e545b', 0.016610496]]",['무지'],['합성섬유'],"['포켓', '퀼팅', '후드']",5,0,5,0,1,-1,1,-1,70,100,126,dark,idk,dark,"[9, 16, 3, 21, 0, 7]","['면', '나일론', '폴리우레탄', '폴리에스터', '폴리에스터']","[1, 4, 2, 0, 0]"
56, iron_do-with-cloth dry-kr_normal bleach_do-not wash-jp_do dry-kr_shadow,"[6, 20, 3, 4, 0]","['면', '폴리에스터']", 면_66%|폴리에스터_34%,캐주얼상의,0,0,티셔츠,"[['#4e545b', 0.8416053], ['#a2b9c2', 0.09451437], ['#c9dcdc', 0.06388032]]",['무지'],['면'],['드롭숄더'],2,10,2,7,0,3,0,2,78,84,91,dark,dark,dark,"[6, 20, 3, 4, 0]","['면', '폴리에스터']","[1, 0]"
57, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]",['면'], 면_100%,캐주얼상의,0,2,스웨트셔츠,"[['#c1ccc2', 0.97542685], ['#39373b', 0.013243976], ['#8a9691', 0.011329184]]",['그래픽'],['면'],['드롭숄더'],1,0,6,1,0,-1,2,0,193,204,194,light,dark,dark,"[6, 9, 3, 10, 0]",['면'],[1]
58, dry-clean_do-not wash_do-not bleach_do-not dry_shadow iron_do-not tumble-dry_do-not dry-clean-kr_do-not,"[17, 27, 3, 14, 21, 5, 7]","['폴리에스터', '폴리에스터', '면', '면', '동물가죽']", POLYESTER_100%|폴리에스터_100%|COTTON_100%|면_100%|양가죽_100%,재킷,6,6,재킷,"[['#dbbeb7', 0.9839234], ['#a49ca0', 0.016076649]]",['무지'],['가죽'],"['포켓', '집업', '단추']",15,0,15,0,6,-1,6,-1,219,190,183,light,idk,light,"[17, 27, 3, 14, 21, 5, 7]","['폴리에스터', '폴리에스터', '면', '면', '동물가죽']","[0, 0, 1, 1, 12]"
59, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not tumble-dry_do-not,"[6, 2, 9, 3, 5]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#8fadbd', 0.8360056], ['#413e3d', 0.090576656], ['#677283', 0.07341772]]",['스트라이프'],['면'],['null'],3,0,1,6,0,-1,0,2,143,173,189,light,white,light,"[6, 2, 9, 3, 5]",['면'],[1]
60, hand-wash-jp wring-jp_do-not bleach_do-not dry-clean-kr_do-not dry-kr_shadow flame-warn-kr,"[9, 16, 3, 7, 0, 8]","['솜털', '깃털', '나일론', '폴리에스터']", 오리솜털_80%|오리깃털_20%|나일론_100%|폴리에스터_100%,재킷,1,1,바람막이,"[['#babcc0', 0.9806241], ['#7e7d88', 0.019375892]]",['무지'],['합성섬유'],"['후드', '집업', '퀼팅']",5,0,5,0,1,-1,1,-1,186,188,192,light,idk,light,"[9, 16, 3, 7, 0, 8]","['솜털', '깃털', '나일론', '폴리에스터']","[3, 5, 4, 0]"
61, hand-wash-jp bleach_do-not iron_do-not tumble-dry_do-not dry-clean-kr_do-not,"[9, 3, 21, 5, 7]","['면', '면', '폴리에스터']", 면_80%|면_100%|폴리_20%,캐주얼상의,0,0,폴로셔츠,"[['#5d96bc', 0.92328125], ['#cfdfdb', 0.0346875], ['#46647e', 0.029375], ['#46515a', 0.01265625]]",['도트'],['면'],['null'],3,11,3,8,0,3,0,2,93,150,188,light,white,light,"[9, 3, 21, 5, 7]","['면', '면', '폴리에스터']","[1, 1, 0]"
62, iron_do-with-cloth bleach_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 3, 4, 5, 0, 7]","['면', '면', '폴리에스터']", 면_100%|면_73%|폴리에스터_27%,캐주얼상의,0,0,티셔츠,"[['#f6909d', 0.9828553], ['#a35776', 0.017144687]]",['도트'],['면'],['러플'],1,0,1,6,0,-1,0,2,246,144,157,light,dark,dark,"[6, 3, 4, 5, 0, 7]","['면', '면', '폴리에스터']","[1, 1, 0]"
63, iron_do-with-cloth dry-clean_do-not bleach_do wash_do iron_do tumble-dry_do bleach_do-not wash-jp_do dry-clean-kr_do-not,"[6, 17, 18, 23, 1, 19, 3, 4, 7]","['폴리우레탄', '면']", 폴리우레탄_2%|면_98%,청바지,0,0,청바지,"[['#4e545b', 0.95636475], ['#d3dedf', 0.015046645], ['#b0b7be', 0.011736383], ['#927288', 0.016852243]]",['무지'],['데님'],"['포켓', '단추']",2,10,2,7,0,3,0,2,78,84,91,dark,dark,dark,"[6, 17, 18, 23, 1, 19, 3, 4, 7]","['폴리우레탄', '면']","[2, 1]"
64, iron_do-with-cloth wash-jp_do bleach_do-not,"[6, 4, 3]","['폴리에스터', '면']", 폴리에스테르_50%|면_50%,캐주얼상의,0,0,스웨트셔츠,"[['#697a7e', 0.8067342], ['#4a4b4d', 0.15247741], ['#999e98', 0.040788393]]",['그래픽'],['면'],['null'],3,1,1,6,0,0,0,2,105,122,126,dark,white,light,"[6, 4, 3]","['폴리에스터', '면']","[0, 1]"
65, wash_do-perm-press dry-clean_do-not bleach_do iron_do tumble-dry_do wash-jp_do dry-clean-kr_do-not,"[12, 17, 18, 1, 19, 4, 7]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#3e7fa5', 0.9295812], ['#4e545b', 0.025873566], ['#e2e6e0', 0.021605762], ['#899bb8', 0.022939451]]",['무지'],['면'],['null'],1,9,1,6,0,3,0,2,62,127,165,dark,dark,dark,"[12, 17, 18, 1, 19, 4, 7]",['면'],[1]
66, iron_do-with-cloth dry-kr_shadow dry-clean-kr_do bleach_do-not,"[6, 0, 2, 3]","['폴리우레탄', '레이온', '나일론']", 스판_10%|레이온_40%|나일론_50%,캐주얼상의,3,3,티셔츠,"[['#4e545b', 0.8779866], ['#92949b', 0.037910163], ['#bac2ba', 0.022777954], ['#abafae', 0.021025805], ['#d8e3d7', 0.040299457]]",['무지'],['면'],['null'],11,0,9,0,3,-1,3,-1,78,84,91,dark,white,light,"[6, 0, 2, 3]","['폴리우레탄', '레이온', '나일론']","[2, 8, 4]"
67, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do wring-jp_do tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[6, 2, 9, 18, 10, 5, 0, 8]","['솜털', '깃털', '폴리에스터']", 오리솜털_30%|오리깃털_70%|폴리에스터_100%,패딩,1,1,패딩,"[['#626879', 0.47266933], ['#434447', 0.06741036], ['#cee1d4', 0.19649403], ['#a8c0bb', 0.1676494], ['#baaa91', 0.027410358]]",['무지'],['합성섬유'],"['퀼팅', '후드', '단추']",5,0,5,0,1,-1,1,-1,98,104,121,dark,idk,dark,"[6, 2, 9, 18, 10, 5, 0, 8]","['솜털', '깃털', '폴리에스터']","[3, 5, 0]"
68, dry-clean_do-not bleach_do wash_do iron_do tumble-dry_do,"[17, 18, 23, 1, 19]","['면', '면']", 면_100%|COTTON_100%,캐주얼상의,0,0,티셔츠,"[['#5487a4', 0.97777027], ['#686d6c', 0.022229707]]",['레터링'],['면'],['후드'],1,0,1,6,0,-1,0,2,84,135,164,dark,dark,dark,"[17, 18, 23, 1, 19]","['면', '면']","[1, 1]"
69, iron_do-with-cloth dry-kr_shadow wash-jp_do bleach_do-not,"[6, 0, 4, 3]","['폴리우레탄', '폴리에스터', '면']", 폴리우레탄_2%|폴리에스터_24%|면_74%,청바지,0,0,청바지,"[['#dfd1be', 0.98431253], ['#9c9b98', 0.01568748]]",['그라데이션'],['데님'],"['포켓', '단추', '워싱']",2,0,2,7,0,-1,0,2,223,209,190,light,dark,dark,"[6, 0, 4, 3]","['폴리우레탄', '폴리에스터', '면']","[2, 0, 1]"
70, dry-clean_do-not wring-jp_do-not wash_do-not bleach_do-not dry_normal bleach-jp_do-not dry-jp_shadow iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[17, 16, 27, 3, 28, 13, 15, 21, 0, 7]","['아크릴', '폴리에스터', '폴리에스터', '폴리에스터', '폴리에스터', '아크릴']", acrylic_70%|폴리에스텔_100%|polyester_100%|polyester_30%|폴리에스텔_30%|아크릴_70%,재킷,6,2,집업재킷,"[['#5d96bc', 0.9635816], ['#77acc7', 0.018660648], ['#46515a', 0.017757712]]",['무지'],['합성섬유'],"['집업', '포켓']",15,0,7,10,6,-1,2,3,93,150,188,light,idk,light,"[17, 16, 27, 3, 28, 13, 15, 21, 0, 7]","['아크릴', '폴리에스터', '폴리에스터', '폴리에스터', '폴리에스터', '아크릴']","[10, 0, 0, 0, 0, 10]"
71, bleach_do-not wring-jp_do wash-jp_do dry-kr_shadow dry-clean-kr_do-not,"[3, 10, 4, 0, 7]","['솜털', '깃털', '폴리에스터']", 오리솜털_80%|오리깃털_20%|폴리에스터_100%,패딩,1,1,패딩,"[['#bfc8c3', 0.9890561], ['#7f8793', 0.010943913]]",['무지'],['합성섬유'],"['퀼팅', '포켓', '집업']",5,0,5,0,1,-1,1,-1,191,200,195,light,idk,light,"[3, 10, 4, 0, 7]","['솜털', '깃털', '폴리에스터']","[3, 5, 0]"
72, wring-jp_do-not bleach_do-not wash-jp_do iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[16, 3, 4, 21, 0, 7]","['솜털', '깃털', '나일론', '폴리에스터']", 오리솜털_80%|오리깃털_20%|나일론_100%|폴리에스터_100%,캐주얼상의,1,1,후드,"[['#5c798e', 0.8670301], ['#cfdfdb', 0.060621075], ['#4a4b4d', 0.047076315], ['#8fadbd', 0.025272546]]",['무지'],['합성섬유'],"['후드', '퀼팅', '집업', '포켓']",5,0,5,0,1,-1,1,-1,92,121,142,dark,idk,dark,"[16, 3, 4, 21, 0, 7]","['솜털', '깃털', '나일론', '폴리에스터']","[3, 5, 4, 0]"
73, iron_do-with-cloth dry-kr_shadow wash-jp_do bleach_do-not,"[6, 0, 4, 3]","['레이온', '면', '마', '폴리우레탄']", 레이온_26%|면_66%|마_5%|폴리우레탄_3%,팬츠,0,2,스웨트팬츠,"[['#c3dbd4', 0.8028593], ['#305679', 0.13656884], ['#5c798e', 0.03179082], ['#a2b6b9', 0.028781038]]",['레터링'],['면'],['null'],1,0,6,9,0,-1,2,3,195,219,212,light,dark,dark,"[6, 0, 4, 3]","['레이온', '면', '마', '폴리우레탄']","[8, 1, 7, 2]"
74, wash_do-perm-press iron_do-with-cloth dry-clean_do-not flame-warn-kr iron_do dry_normal bleach_do-not bleach-jp_do-not dry-jp_normal wash-jp_do tumble-dry_do-not dry-kr_shadow wash_do-gentle dry-clean-kr_do-not,"[12, 6, 17, 8, 1, 28, 3, 13, 29, 4, 5, 0, 24, 7]","['면', '폴리에스터', '폴리에스터', '면']", 면_60%|폴리에스터_40%|POLYESTER_40%|COTTON_60%,캐주얼상의,0,-1,티셔츠,"[['#8d8f8f', 0.97032386], ['#46515a', 0.02967613]]",['그래픽'],['면'],['드롭숄더'],3,0,0,0,0,-1,-1,-1,141,143,143,light,white,light,"[12, 6, 17, 8, 1, 28, 3, 13, 29, 4, 5, 0, 24, 7]","['면', '폴리에스터', '폴리에스터', '면']","[1, 0, 0, 1]"
75, wash_do-perm-press iron_do-with-cloth dry-clean_do-not iron_do bleach_do-not dry_shadow wash-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[12, 6, 17, 1, 3, 14, 4, 5, 0, 7]","['폴리에스터', '면', '폴리에스터', '면']", POLYESTER_44%|COTTON_56%|폴리에스터_44%|면_56%,캐주얼상의,0,0,스웨트셔츠,"[['#3e7fa5', 0.8968518], ['#305679', 0.056053236], ['#cfdbd1', 0.047094956]]",['그래픽'],['면'],['드롭숄더'],3,0,3,8,0,-1,0,2,62,127,165,dark,white,light,"[12, 6, 17, 1, 3, 14, 4, 5, 0, 7]","['폴리에스터', '면', '폴리에스터', '면']","[0, 1, 0, 1]"
76, bleach_do-not wash-jp_do iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[3, 4, 21, 0, 7]","['폴리에스터', '레이온', '폴리우레탄']", 폴리에스터_54%|레이온_39%|폴리우레탄_7%,캐주얼상의,0,0,티셔츠,"[['#e2eaeb', 0.9746391], ['#677283', 0.025360905]]",['무지'],['스판덱스'],['null'],4,0,4,7,0,-1,0,2,226,234,235,light,dark,dark,"[3, 4, 21, 0, 7]","['폴리에스터', '레이온', '폴리우레탄']","[0, 8, 2]"
77, iron_do-with-cloth dry-clean-kr_do bleach_do-not wash-jp_do dry-kr_shadow,"[6, 2, 3, 4, 0]",['면'], 면_100%,셔츠,0,0,셔츠,"[['#b4c79c', 0.8100645], ['#363838', 0.128], ['#a2b6b9', 0.061935484]]",['체크'],['면'],"['단추', '포켓']",1,9,1,9,0,3,0,3,180,199,156,light,dark,dark,"[6, 2, 3, 4, 0]",['면'],[1]
78, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not tumble-dry_do-not,"[6, 2, 9, 3, 5]",['면'], 면_100%,팬츠,0,0,스웨트팬츠,"[['#cbd7d2', 0.97500825], ['#b0b7be', 0.014399205], ['#585e6f', 0.010592519]]",['무지'],['면'],['포켓'],2,0,2,7,0,-1,0,2,203,215,210,light,dark,dark,"[6, 2, 9, 3, 5]",['면'],[1]
79, dry-kr_shadow dry-clean-kr_do-not hand-wash-jp bleach_do-not,"[0, 7, 9, 3]","['폴리에스터', '폴리우레탄', '나일론', '레이온', '폴리우레탄']", 폴리에스터_63%|폴리우레탄_4%|나일론_92%|레이온_33%|폴리우레탄_8%,팬츠,0,0,슬랙스,"[['#eddd59', 0.8984982], ['#dcd8a8', 0.027111948], ['#a1ca7b', 0.03302343], ['#cec153', 0.028324893], ['#bdb369', 0.013041541]]",['무지'],['면'],"['포켓', '포켓', '포켓', '단추']",2,0,2,7,0,-1,0,2,237,221,89,light,dark,dark,"[0, 7, 9, 3]","['폴리에스터', '폴리우레탄', '나일론', '레이온', '폴리우레탄']","[0, 2, 4, 8, 2]"
80, iron_do-with-cloth dry-clean-kr_do dry-clean_do-perm-press hand-wash-jp bleach_do-not dry_shadow wring-jp_do iron_do-not tumble-dry_do-not dry-kr_shadow wash_do-gentle flame-warn-kr,"[6, 2, 30, 9, 3, 14, 10, 21, 5, 0, 24, 8]","['폴리에스터', '폴리에스터']", POLYESTER_100%|폴리에스터_100%,패딩,1,1,패딩,"[['#5d96bc', 0.9691283], ['#4e545b', 0.03087167]]",['무지'],['합성섬유'],"['퀼팅', '포켓', '단추']",5,0,5,0,1,-1,1,-1,93,150,188,light,idk,light,"[6, 2, 30, 9, 3, 14, 10, 21, 5, 0, 24, 8]","['폴리에스터', '폴리에스터']","[0, 0]"
81, iron_do-with-cloth bleach_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 3, 4, 5, 0, 7]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#aacebc', 0.9576565], ['#5f7278', 0.028107319], ['#363838', 0.0142361745]]",['무지'],['면'],['null'],3,0,1,6,0,-1,0,2,170,206,188,light,white,light,"[6, 3, 4, 5, 0, 7]",['면'],[1]
82, iron_do-with-cloth tumble-dry_do wash-jp_do bleach_do-not,"[6, 19, 4, 3]",['폴리에스터'], 폴리에스터_100%,재킷,0,0,바람막이,"[['#999b85', 0.9827189], ['#3c3f4a', 0.017281106]]",['무지'],['합성섬유'],"['집업', '포켓', '라인']",1,0,2,7,0,-1,0,2,153,155,133,light,dark,dark,"[6, 19, 4, 3]",['폴리에스터'],[0]
83, iron_do-with-cloth bleach_do-not dry-clean-kr_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[6, 3, 7, 4, 5, 0, 8]",['폴리에스터'], 폴리에스터_100%,팬츠,0,0,스웨트팬츠,"[['#a9cada', 0.98757565], ['#8fadbd', 0.012424339]]",['무지'],['합성섬유'],['포켓'],2,0,2,7,0,-1,0,2,169,202,218,light,dark,dark,"[6, 3, 7, 4, 5, 0, 8]",['폴리에스터'],[0]
84, iron_do-with-cloth hand-wash-jp bleach_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 0, 7]","['아크릴', '폴리에스터']", 아크릴_80%|폴리에스터_20%,블라우스,3,2,블라우스,"[['#5480ac', 0.59178036], ['#58646d', 0.2932136], ['#4a4b4d', 0.05922984], ['#d2e8e0', 0.055776205]]",['무지'],['합성섬유'],['페플럼'],11,0,6,1,3,-1,2,0,84,128,172,dark,white,light,"[6, 9, 3, 0, 7]","['아크릴', '폴리에스터']","[10, 0]"
85, bleach_do-not wash-jp_do iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[3, 4, 21, 0, 7]",['면'], 면_100%,재킷,0,0,바람막이,"[['#4abbd5', 0.500725], ['#abd3db', 0.12034799], ['#cadea5', 0.35427743], ['#92af88', 0.011841469], ['#2d3036', 0.01280812]]",['그래픽'],['합성섬유'],['포켓'],1,9,1,6,0,3,0,2,74,187,213,light,dark,dark,"[3, 4, 21, 0, 7]",['면'],[1]
86, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['폴리에스터', '폴리우레탄', '면']", 폴리에스터_30%|폴리우레탄_2%|면_68%,청바지,0,0,청바지,"[['#d0d9d4', 0.6559878], ['#7f8793', 0.021815408], ['#677283', 0.015560641], ['#9ec1cc', 0.25415713], ['#4e5368', 0.038443934]]",['무지'],['데님'],"['포켓', '단추']",2,0,2,7,0,-1,0,2,208,217,212,light,dark,dark,"[6, 0, 9, 3]","['폴리에스터', '폴리우레탄', '면']","[0, 2, 1]"
87, iron_do-with-cloth bleach_do-not dry-clean-kr_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[6, 3, 7, 4, 5, 0, 8]",['폴리에스터'], 폴리에스터_100%,재킷,0,0,바람막이,"[['#b0b7be', 0.9189441], ['#4a4b4d', 0.0810559]]",['무지'],['합성섬유'],"['집업', '포켓', '후드']",1,0,1,6,0,-1,0,2,176,183,190,light,dark,dark,"[6, 3, 7, 4, 5, 0, 8]",['폴리에스터'],[0]
88, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['레이온', '면', '폴리우레탄']", 레이온_30%|면_65%|스판_5%,팬츠,0,0,스웨트팬츠,"[['#686d6c', 1.0]]",['플로럴'],['면'],['null'],1,0,2,7,0,-1,0,2,104,109,108,dark,dark,dark,"[6, 0, 9, 3]","['레이온', '면', '폴리우레탄']","[8, 1, 2]"
89, iron_do-with-cloth bleach_do-not dry-clean-kr_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[6, 3, 7, 4, 5, 0, 8]","['폴리에스터', '폴리우레탄', '폴리에스터']", 폴리에스터_95%|폴리우레탄_5%|폴리에스터_100%,팬츠,0,0,슬랙스,"[['#d7d7c7', 0.67487425], ['#ae9490', 0.022239873], ['#e2a9a1', 0.19327508], ['#84898c', 0.09398994], ['#2d3036', 0.015620863]]",['스트라이프'],['면'],"['퀼팅', '포켓', '집업']",2,0,2,7,0,-1,0,2,215,215,199,light,dark,dark,"[6, 3, 7, 4, 5, 0, 8]","['폴리에스터', '폴리우레탄', '폴리에스터']","[0, 2, 0]"
90, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not tumble-dry_do-not,"[6, 2, 9, 3, 5]",['폴리에스터'], 폴리에스터_100%,팬츠,0,0,스키팬츠,"[['#f8bfa8', 0.95644313], ['#985f68', 0.027833002], ['#4a3f41', 0.01572384]]",['스트라이프'],['합성섬유'],"['포켓', '후드', '퀼팅']",4,0,4,7,0,-1,0,2,248,191,168,light,dark,dark,"[6, 2, 9, 3, 5]",['폴리에스터'],[0]
91, iron_do-with-cloth dry-kr_normal dry-clean-kr_do bleach_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow,"[6, 20, 2, 3, 4, 5, 0]",['면'], 면_100%,재킷,3,0,바람막이,"[['#4abbd5', 0.6746671], ['#91dce8', 0.12859145], ['#008db9', 0.035388928], ['#fab75a', 0.039067976], ['#96dfce', 0.022249475]]",['체크'],['면'],"['단추', '포켓']",9,1,1,6,3,0,0,2,74,187,213,light,dark,dark,"[6, 20, 2, 3, 4, 5, 0]",['면'],[1]
92, hand-wash-jp bleach_do-not iron_do-not dry-kr_shadow flame-warn-kr,"[9, 3, 21, 0, 8]","['레이온', '폴리에스터']", 레이온_35%|폴리에스터_65%,캐주얼상의,0,0,티셔츠,"[['#a2b9c2', 0.8490566], ['#46647e', 0.12049743], ['#d8e9e5', 0.015651802], ['#434447', 0.014794168]]",['스트라이프'],['면'],['드롭숄더'],1,0,1,6,0,-1,0,2,162,185,194,light,dark,dark,"[9, 3, 21, 0, 8]","['레이온', '폴리에스터']","[8, 0]"
93, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 10, 5, 0, 7]",['폴리에스터'], POLYESTER_100%,탑,0,2,탱크탑,"[['#f4963a', 0.86931455], ['#c86b3c', 0.04612428], ['#edaa86', 0.018577835], ['#d3d9d1', 0.03875721], ['#9c5642', 0.016655989]]",['그래픽'],['면'],['null'],1,0,6,1,0,-1,2,0,244,150,58,light,dark,dark,"[6, 9, 3, 10, 5, 0, 7]",['폴리에스터'],[0]
94, hand-wash-jp bleach_do-not iron_do-not dry-kr_shadow flame-warn-kr,"[9, 3, 21, 0, 8]","['폴리우레탄', '나일론']", 폴리우레탄_25%|나일론_75%,팬츠,0,0,스키팬츠,"[['#d7d0c0', 0.9771545], ['#9f9c99', 0.02284551]]",['무지'],['합성섬유'],"['포켓', '라인']",2,0,2,7,0,-1,0,2,215,208,192,light,dark,dark,"[9, 3, 21, 0, 8]","['폴리우레탄', '나일론']","[2, 4]"
95, hand-wash-jp bleach_do-not iron_do-not dry-kr_shadow flame-warn-kr,"[9, 3, 21, 0, 8]","['폴리에스터', '폴리우레탄', '면']", 폴리에스터_60%|폴리우레탄_5%|면_35%,캐주얼상의,0,0,티셔츠,"[['#686d6c', 0.5711091], ['#92949b', 0.27728087], ['#4a4b4d', 0.15161002]]",['레터링'],['저지'],['null'],1,0,1,6,0,-1,0,2,104,109,108,dark,dark,dark,"[9, 3, 21, 0, 8]","['폴리에스터', '폴리우레탄', '면']","[0, 2, 1]"
96, wash_do-perm-press dry-clean_do-not wash_do bleach_do-not dry_shadow wash-jp_do iron_do-not tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[12, 17, 23, 3, 14, 4, 21, 5, 0, 7]","['폴리에스터', '폴리에스터']", POLYESTER_100%|폴리에스터_100%,베스트,1,1,패딩조끼,"[['#c3d363', 0.87532806], ['#b4bb85', 0.03254593], ['#8c9c92', 0.017585302], ['#81894e', 0.0144356955], ['#748995', 0.06010499]]",['무지'],['합성섬유'],"['퀼팅', '단추', '포켓']",5,0,5,0,1,-1,1,-1,195,211,99,light,idk,light,"[12, 17, 23, 3, 14, 4, 21, 5, 0, 7]","['폴리에스터', '폴리에스터']","[0, 0]"
97, hand-wash-jp dry_normal bleach_do-not hand-wash wring-jp_do iron_do-not tumble-dry_do-not dry-kr_shadow,"[9, 28, 3, 25, 10, 21, 5, 0]","['면', '폴리우레탄', '폴리우레탄', '면']", COTTON_95%|POLYURETHANE_5%|폴리우레탄_5%|면_95%,팬츠,0,0,레깅스,"[['#3cadd4', 0.92134833], ['#008db9', 0.021096079], ['#bce3df', 0.015134144], ['#78bdd4', 0.014675533], ['#0078a7', 0.015134144]]",['무지'],['스판덱스'],['null'],2,0,2,7,0,-1,0,2,60,173,212,light,dark,dark,"[9, 28, 3, 25, 10, 21, 5, 0]","['면', '폴리우레탄', '폴리우레탄', '면']","[1, 2, 2, 1]"
98, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['면', '폴리우레탄']", 면_97%|폴리우레탄_3%,니트웨어,2,2,터틀넥,"[['#80856d', 0.8515306], ['#d2cdb4', 0.06505102], ['#2c333e', 0.08341837]]",['무지'],['면'],['셔링'],6,0,7,4,2,-1,2,0,128,133,109,light,dark,dark,"[6, 0, 9, 3]","['면', '폴리우레탄']","[1, 2]"
100, iron_do-with-cloth bleach_do-not dry-clean-kr_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[6, 3, 7, 4, 5, 0, 8]",['면'], 면_100%,캐주얼상의,0,0,후드,"[['#686d6c', 1.0]]",['그래픽'],['면'],['후드'],3,0,1,6,0,-1,0,2,104,109,108,dark,white,light,"[6, 3, 7, 4, 5, 0, 8]",['면'],[1]
101, iron_do-with-cloth dry-kr_shadow wash-jp_do bleach_do-not,"[6, 0, 4, 3]",['면'], 면_100%,청바지,0,0,청바지,"[['#f88180', 0.9537906], ['#b35457', 0.022141997], ['#f4cec5', 0.013718411], ['#7e3940', 0.0103489775]]",['무지'],['데님'],"['포켓', '단추']",1,9,2,7,0,3,0,2,248,129,128,light,dark,dark,"[6, 0, 4, 3]",['면'],[1]
102, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 10, 5, 0, 7]",['폴리에스터'], 폴리에스터_100%,캐주얼상의,0,0,티셔츠,"[['#a2b9c2', 0.77558017], ['#34414e', 0.22441983]]",['스트라이프'],['면'],['null'],1,0,1,6,0,-1,0,2,162,185,194,light,dark,dark,"[6, 9, 3, 10, 5, 0, 7]",['폴리에스터'],[0]
103, iron_do-with-cloth hand-wash-jp wash_do bleach_do-not tumble-dry_do-not dry-kr_shadow,"[6, 9, 23, 3, 5, 0]","['폴리에스터', '폴리우레탄']", 폴리에스터_92%|폴리우레탄_8%,팬츠,0,2,스웨트팬츠,"[['#34414e', 0.66909975], ['#a5b2aa', 0.261422], ['#cee1d4', 0.054068666], ['#656344', 0.01540957]]",['호피'],['면'],['포켓'],1,0,6,1,0,-1,2,0,52,65,78,dark,dark,dark,"[6, 9, 23, 3, 5, 0]","['폴리에스터', '폴리우레탄']","[0, 2]"
104, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 10, 0, 7]","['폴리에스터', '폴리에스터']", POLYESTER_100%|폴리에스터_100%,팬츠,0,-1,스웨트팬츠,"[['#686d6c', 1.0]]",['레터링'],['저지'],['라인'],1,0,0,0,0,-1,-1,-1,104,109,108,dark,dark,dark,"[6, 9, 3, 10, 0, 7]","['폴리에스터', '폴리에스터']","[0, 0]"
